workerid,condition,vignette,item_type,response,rt,stimulus,trial_index
751,honest,jury,trustworthy,73,3284,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,11
751,honest,jury,good,72,3381,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,12
751,honest,jury,like,74,3394,<p>How much do you <b>like</b> Jennifer?</p><br>,13
751,honest,printing,vignette,0,12951,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided, but that he sometimes does it anyway. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",14
751,honest,printing,trustworthy,38,5450,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,15
751,honest,printing,hypocritical,75,17796,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,16
751,honest,printing,like,30,3314,<p>How much do you <b>like</b> Kevin?</p><br>,17
751,honest,printing,good,30,2981,<p>How <b>good a person</b> do you think Kevin is?</p><br>,18
751,honest,printing,honest,54,3654,<p>How <b>honest</b> do you think Kevin is?<p><br>,19
751,honest,music,vignette,0,10425,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet, but that she sometimes does it anyway. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",20
751,honest,music,honest,31,3266,<p>How <b>honest</b> do you think Becky is?</p><br>,21
751,honest,music,good,43,3031,<p>How <b>good a person</b> do you think Becky is?</p><br>,22
751,honest,music,like,39,2613,<p>How much do you <b>like</b> Becky?</p><br>,23
751,honest,music,hypocritical,67,4529,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,24
751,honest,music,trustworthy,50,3017,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,25
710,traditional,music,vignette,0,26397,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",2
710,traditional,music,like,17,32327,<p>How much do you <b>like</b> Becky?</p><br>,3
710,traditional,music,good,33,5017,<p>How <b>good a person</b> do you think Becky is?</p><br>,4
710,traditional,music,honest,0,12898,<p>How <b>honest</b> do you think Becky is?</p><br>,5
710,traditional,music,trustworthy,0,27784,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,6
710,traditional,music,hypocritical,79,4582,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,7
710,traditional,phone,vignette,0,29186,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",8
710,traditional,phone,hypocritical,100,4332,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,9
710,traditional,phone,trustworthy,0,10694,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,10
710,traditional,phone,like,0,3658,<p>How much do you <b>like</b> Bruce?</p><br>,11
710,traditional,phone,good,0,3936,<p>How <b>good a person</b> do you think Bruce is?</p><br>,12
710,traditional,phone,honest,0,3665,<p>How <b>honest</b> do you think Bruce is?</p><br>,13
710,traditional,printing,vignette,0,22835,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",14
710,traditional,printing,hypocritical,76,6207,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,15
710,traditional,printing,honest,16,3496,<p>How <b>honest</b> do you think Kevin is?<p><br>,16
710,traditional,printing,trustworthy,4,8896,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,17
710,traditional,printing,good,16,3012,<p>How <b>good a person</b> do you think Kevin is?</p><br>,18
710,traditional,printing,like,0,3033,<p>How much do you <b>like</b> Kevin?</p><br>,19
710,traditional,jury,vignette,0,25136,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p>",20
710,traditional,jury,honest,10,4789,<p>How <b>honest</b> do you think Jennifer is?</p><br>,21
710,traditional,jury,trustworthy,0,5320,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,22
710,traditional,jury,good,43,3346,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,23
710,traditional,jury,like,13,3472,<p>How much do you <b>like</b> Jennifer?</p><br>,24
710,traditional,jury,hypocritical,100,5219,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,25
358,traditional,phone,vignette,0,5096,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",2
358,traditional,phone,good,47,2696,<p>How <b>good a person</b> do you think Bruce is?</p><br>,3
358,traditional,phone,hypocritical,57,1109,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,4
358,traditional,phone,like,36,5630,<p>How much do you <b>like</b> Bruce?</p><br>,5
358,traditional,phone,honest,32,2453,<p>How <b>honest</b> do you think Bruce is?</p><br>,6
358,traditional,phone,trustworthy,34,1996,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,7
358,traditional,jury,vignette,0,715,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p>",8
358,traditional,jury,hypocritical,64,1232,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,9
358,traditional,jury,good,57,1351,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,10
358,traditional,jury,like,44,1498,<p>How much do you <b>like</b> Jennifer?</p><br>,11
358,traditional,jury,trustworthy,57,1000,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,12
358,traditional,jury,honest,50,5041,<p>How <b>honest</b> do you think Jennifer is?</p><br>,13
358,traditional,music,vignette,0,905,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",14
358,traditional,music,hypocritical,50,1808,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,15
358,traditional,music,good,45,1244,<p>How <b>good a person</b> do you think Becky is?</p><br>,16
358,traditional,music,like,47,1212,<p>How much do you <b>like</b> Becky?</p><br>,17
358,traditional,music,honest,43,966,<p>How <b>honest</b> do you think Becky is?</p><br>,18
358,traditional,music,trustworthy,41,1340,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,19
358,traditional,printing,vignette,0,667,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",20
358,traditional,printing,like,60,961,<p>How much do you <b>like</b> Kevin?</p><br>,21
358,traditional,printing,good,54,2126,<p>How <b>good a person</b> do you think Kevin is?</p><br>,22
358,traditional,printing,trustworthy,55,870,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,23
358,traditional,printing,honest,69,906,<p>How <b>honest</b> do you think Kevin is?<p><br>,24
358,traditional,printing,hypocritical,42,2152,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,25
431,transgressor,music,vignette,0,12227,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",2
431,transgressor,music,good,23,6221,<p>How <b>good a person</b> do you think Becky is?</p><br>,3
431,transgressor,music,like,19,4209,<p>How much do you <b>like</b> Becky?</p><br>,4
431,transgressor,music,honest,77,4440,<p>How <b>honest</b> do you think Becky is?</p><br>,5
431,transgressor,music,trustworthy,40,57697,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,6
431,transgressor,music,hypocritical,38,51983,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,7
431,transgressor,phone,vignette,0,37370,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",8
431,transgressor,phone,hypocritical,0,5387,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,9
431,transgressor,phone,like,34,4438,<p>How much do you <b>like</b> Bruce?</p><br>,10
431,transgressor,phone,good,32,5235,<p>How <b>good a person</b> do you think Bruce is?</p><br>,11
431,transgressor,phone,honest,36,9006,<p>How <b>honest</b> do you think Bruce is?</p><br>,12
431,transgressor,phone,trustworthy,33,3860,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,13
431,transgressor,printing,vignette,0,37481,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",14
431,transgressor,printing,honest,64,3062,<p>How <b>honest</b> do you think Kevin is?<p><br>,15
431,transgressor,printing,like,71,4406,<p>How much do you <b>like</b> Kevin?</p><br>,16
431,transgressor,printing,trustworthy,73,1752,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,17
431,transgressor,printing,good,63,1659,<p>How <b>good a person</b> do you think Kevin is?</p><br>,18
431,transgressor,printing,hypocritical,35,2975,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,19
431,transgressor,jury,vignette,0,4196,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",20
431,transgressor,jury,like,67,2416,<p>How much do you <b>like</b> Jennifer?</p><br>,21
431,transgressor,jury,trustworthy,39,1490,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,22
431,transgressor,jury,honest,39,2346,<p>How <b>honest</b> do you think Jennifer is?</p><br>,23
431,transgressor,jury,hypocritical,70,3666,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,24
431,transgressor,jury,good,22,4134,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,25
414,honest,phone,vignette,0,22264,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls, but that he sometimes does it anyway. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",2
414,honest,phone,trustworthy,41,9819,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,3
414,honest,phone,honest,73,3275,<p>How <b>honest</b> do you think Bruce is?</p><br>,4
414,honest,phone,hypocritical,1,3005,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,5
414,honest,phone,like,51,2864,<p>How much do you <b>like</b> Bruce?</p><br>,6
414,honest,phone,good,49,2407,<p>How <b>good a person</b> do you think Bruce is?</p><br>,7
414,honest,printing,vignette,0,11034,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided, but that he sometimes does it anyway. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",8
414,honest,printing,honest,83,2383,<p>How <b>honest</b> do you think Kevin is?<p><br>,9
414,honest,printing,trustworthy,58,2140,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,10
414,honest,printing,hypocritical,0,3388,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,11
414,honest,printing,good,51,2821,<p>How <b>good a person</b> do you think Kevin is?</p><br>,12
414,honest,printing,like,50,2759,<p>How much do you <b>like</b> Kevin?</p><br>,13
414,honest,music,vignette,0,7800,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet, but that she sometimes does it anyway. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",14
414,honest,music,good,50,3048,<p>How <b>good a person</b> do you think Becky is?</p><br>,15
414,honest,music,honest,82,2069,<p>How <b>honest</b> do you think Becky is?</p><br>,16
414,honest,music,like,49,2282,<p>How much do you <b>like</b> Becky?</p><br>,17
414,honest,music,trustworthy,50,2177,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,18
414,honest,music,hypocritical,0,1687,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,19
414,honest,jury,vignette,0,6433,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty, but that she sometimes does it anyway. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",20
414,honest,jury,honest,50,3312,<p>How <b>honest</b> do you think Jennifer is?</p><br>,21
414,honest,jury,like,51,1410,<p>How much do you <b>like</b> Jennifer?</p><br>,22
414,honest,jury,trustworthy,49,3009,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,23
414,honest,jury,hypocritical,0,2019,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,24
414,honest,jury,good,49,2941,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,25
662,traditional,printing,vignette,0,21346,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",2
662,traditional,printing,trustworthy,0,6436,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,3
662,traditional,printing,like,19,5605,<p>How much do you <b>like</b> Kevin?</p><br>,4
662,traditional,printing,hypocritical,100,6224,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,5
662,traditional,printing,honest,30,7854,<p>How <b>honest</b> do you think Kevin is?<p><br>,6
662,traditional,printing,good,49,4700,<p>How <b>good a person</b> do you think Kevin is?</p><br>,7
662,traditional,jury,vignette,0,13450,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p>",8
662,traditional,jury,hypocritical,100,3771,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,9
662,traditional,jury,trustworthy,37,5126,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,10
662,traditional,jury,good,45,4370,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,11
662,traditional,jury,honest,34,5110,<p>How <b>honest</b> do you think Jennifer is?</p><br>,12
662,traditional,jury,like,38,5541,<p>How much do you <b>like</b> Jennifer?</p><br>,13
662,traditional,phone,vignette,0,12391,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",14
662,traditional,phone,good,45,5650,<p>How <b>good a person</b> do you think Bruce is?</p><br>,15
662,traditional,phone,hypocritical,91,8238,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,16
662,traditional,phone,trustworthy,39,4263,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,17
662,traditional,phone,honest,38,3866,<p>How <b>honest</b> do you think Bruce is?</p><br>,18
662,traditional,phone,like,47,3831,<p>How much do you <b>like</b> Bruce?</p><br>,19
662,traditional,music,vignette,0,9986,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",20
662,traditional,music,like,11,6137,<p>How much do you <b>like</b> Becky?</p><br>,21
662,traditional,music,honest,7,6317,<p>How <b>honest</b> do you think Becky is?</p><br>,22
662,traditional,music,good,46,3816,<p>How <b>good a person</b> do you think Becky is?</p><br>,23
662,traditional,music,hypocritical,100,3520,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,24
662,traditional,music,trustworthy,28,2810,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,25
370,honest,music,vignette,0,32906,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet, but that she sometimes does it anyway. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",2
370,honest,music,hypocritical,0,6733,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,3
370,honest,music,trustworthy,49,13076,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,4
370,honest,music,like,22,10516,<p>How much do you <b>like</b> Becky?</p><br>,5
370,honest,music,good,50,10028,<p>How <b>good a person</b> do you think Becky is?</p><br>,6
370,honest,music,honest,100,39474,<p>How <b>honest</b> do you think Becky is?</p><br>,7
370,honest,jury,vignette,0,37818,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty, but that she sometimes does it anyway. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",8
370,honest,jury,trustworthy,50,9235,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,9
370,honest,jury,hypocritical,0,7562,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,10
370,honest,jury,like,49,3521,<p>How much do you <b>like</b> Jennifer?</p><br>,11
370,honest,jury,honest,100,5651,<p>How <b>honest</b> do you think Jennifer is?</p><br>,12
370,honest,jury,good,49,6399,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,13
370,honest,printing,vignette,0,26187,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided, but that he sometimes does it anyway. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",14
370,honest,printing,honest,100,7679,<p>How <b>honest</b> do you think Kevin is?<p><br>,15
370,honest,printing,trustworthy,50,7364,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,16
370,honest,printing,good,49,4502,<p>How <b>good a person</b> do you think Kevin is?</p><br>,17
370,honest,printing,hypocritical,0,4000,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,18
370,honest,printing,like,49,2570,<p>How much do you <b>like</b> Kevin?</p><br>,19
370,honest,phone,vignette,0,20895,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls, but that he sometimes does it anyway. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",20
370,honest,phone,honest,100,2273,<p>How <b>honest</b> do you think Bruce is?</p><br>,21
370,honest,phone,like,48,2441,<p>How much do you <b>like</b> Bruce?</p><br>,22
370,honest,phone,good,49,3053,<p>How <b>good a person</b> do you think Bruce is?</p><br>,23
370,honest,phone,hypocritical,0,7002,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,24
370,honest,phone,trustworthy,50,2962,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,25
356,transgressor,phone,vignette,0,116508,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",2
356,transgressor,phone,like,35,23703,<p>How much do you <b>like</b> Bruce?</p><br>,3
356,transgressor,phone,trustworthy,45,6371,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,4
356,transgressor,phone,good,26,11993,<p>How <b>good a person</b> do you think Bruce is?</p><br>,5
356,transgressor,phone,honest,49,8972,<p>How <b>honest</b> do you think Bruce is?</p><br>,6
356,transgressor,phone,hypocritical,69,2924,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,7
356,transgressor,jury,vignette,0,33731,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",8
356,transgressor,jury,honest,20,5973,<p>How <b>honest</b> do you think Jennifer is?</p><br>,9
356,transgressor,jury,like,20,2019,<p>How much do you <b>like</b> Jennifer?</p><br>,10
356,transgressor,jury,good,37,2557,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,11
356,transgressor,jury,trustworthy,4,2434,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,12
356,transgressor,jury,hypocritical,75,3298,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,13
356,transgressor,music,vignette,0,61238,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",14
356,transgressor,music,honest,80,3253,<p>How <b>honest</b> do you think Becky is?</p><br>,15
356,transgressor,music,like,66,1516,<p>How much do you <b>like</b> Becky?</p><br>,16
356,transgressor,music,hypocritical,36,2442,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,17
356,transgressor,music,trustworthy,52,2542,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,18
356,transgressor,music,good,51,2592,<p>How <b>good a person</b> do you think Becky is?</p><br>,19
356,transgressor,printing,vignette,0,15617,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",20
356,transgressor,printing,honest,69,2274,<p>How <b>honest</b> do you think Kevin is?<p><br>,21
356,transgressor,printing,trustworthy,65,18714,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,22
356,transgressor,printing,good,51,2693,<p>How <b>good a person</b> do you think Kevin is?</p><br>,23
356,transgressor,printing,hypocritical,61,4147,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,24
356,transgressor,printing,like,40,2052,<p>How much do you <b>like</b> Kevin?</p><br>,25
337,traditional,printing,vignette,0,17272,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",2
337,traditional,printing,hypocritical,89,4533,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,3
337,traditional,printing,good,36,7492,<p>How <b>good a person</b> do you think Kevin is?</p><br>,4
337,traditional,printing,like,37,2044,<p>How much do you <b>like</b> Kevin?</p><br>,5
337,traditional,printing,honest,27,2419,<p>How <b>honest</b> do you think Kevin is?<p><br>,6
337,traditional,printing,trustworthy,38,2365,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,7
337,traditional,jury,vignette,0,10258,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p>",8
337,traditional,jury,honest,45,5544,<p>How <b>honest</b> do you think Jennifer is?</p><br>,9
337,traditional,jury,hypocritical,77,2898,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,10
337,traditional,jury,trustworthy,46,3446,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,11
337,traditional,jury,good,53,2562,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,12
337,traditional,jury,like,53,3007,<p>How much do you <b>like</b> Jennifer?</p><br>,13
337,traditional,music,vignette,0,8888,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",14
337,traditional,music,honest,45,2232,<p>How <b>honest</b> do you think Becky is?</p><br>,15
337,traditional,music,hypocritical,58,1433,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,16
337,traditional,music,good,56,2669,<p>How <b>good a person</b> do you think Becky is?</p><br>,17
337,traditional,music,trustworthy,51,2503,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,18
337,traditional,music,like,63,2391,<p>How much do you <b>like</b> Becky?</p><br>,19
337,traditional,phone,vignette,0,8320,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",20
337,traditional,phone,honest,44,2184,<p>How <b>honest</b> do you think Bruce is?</p><br>,21
337,traditional,phone,hypocritical,68,2732,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,22
337,traditional,phone,trustworthy,40,1991,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,23
337,traditional,phone,good,23,3214,<p>How <b>good a person</b> do you think Bruce is?</p><br>,24
337,traditional,phone,like,33,1869,<p>How much do you <b>like</b> Bruce?</p><br>,25
184,honest,music,vignette,0,40484,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet, but that she sometimes does it anyway. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",2
184,honest,music,honest,21,5355,<p>How <b>honest</b> do you think Becky is?</p><br>,3
184,honest,music,like,44,6083,<p>How much do you <b>like</b> Becky?</p><br>,4
184,honest,music,trustworthy,13,4770,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,5
184,honest,music,good,45,3993,<p>How <b>good a person</b> do you think Becky is?</p><br>,6
184,honest,music,hypocritical,90,4813,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,7
184,honest,jury,vignette,0,36455,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty, but that she sometimes does it anyway. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",8
184,honest,jury,honest,11,4847,<p>How <b>honest</b> do you think Jennifer is?</p><br>,9
184,honest,jury,like,35,7014,<p>How much do you <b>like</b> Jennifer?</p><br>,10
184,honest,jury,good,11,5284,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,11
184,honest,jury,trustworthy,10,4373,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,12
184,honest,jury,hypocritical,98,4058,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,13
